event_id,date,time,datetime,home_team,away_team,home_score,away_score,result,status,is_played,season,league
2267129,2025-09-27,14:00:00,2025-09-27 14:00:00,Manchester City,Burnley,,,,Not Started,False,2025-2026,EPL
2267131,2025-09-27,16:30:00,2025-09-27 16:30:00,Nottingham Forest,Sunderland,,,,Not Started,False,2025-2026,EPL
2267132,2025-09-27,19:00:00,2025-09-27 19:00:00,Tottenham Hotspur,Wolverhampton Wanderers,,,,Not Started,False,2025-2026,EPL
2267123,2025-09-28,13:00:00,2025-09-28 13:00:00,Aston Villa,Fulham,,,,Not Started,False,2025-2026,EPL
2267130,2025-09-28,15:30:00,2025-09-28 15:30:00,Newcastle United,Arsenal,,,,Not Started,False,2025-2026,EPL
2267127,2025-09-29,19:00:00,2025-09-29 19:00:00,Everton,West Ham United,,,,Not Started,False,2025-2026,EPL
2267135,2025-10-03,19:00:00,2025-10-03 19:00:00,Bournemouth,Fulham,,,,Not Started,False,2025-2026,EPL
2267133,2025-10-04,14:00:00,2025-10-04 14:00:00,Arsenal,West Ham United,,,,Not Started,False,2025-2026,EPL
2267137,2025-10-04,16:30:00,2025-10-04 16:30:00,Chelsea,Liverpool,,,,Not Started,False,2025-2026,EPL
2267139,2025-10-04,11:30:00,2025-10-04 11:30:00,Leeds United,Tottenham Hotspur,,,,Not Started,False,2025-2026,EPL
2267140,2025-10-04,14:00:00,2025-10-04 14:00:00,Manchester United,Sunderland,,,,Not Started,False,2025-2026,EPL
2267134,2025-10-05,13:00:00,2025-10-05 13:00:00,Aston Villa,Burnley,,,,Not Started,False,2025-2026,EPL
2267136,2025-10-05,15:30:00,2025-10-05 15:30:00,Brentford,Manchester City,,,,Not Started,False,2025-2026,EPL
2267138,2025-10-05,13:00:00,2025-10-05 13:00:00,Everton,Crystal Palace,,,,Not Started,False,2025-2026,EPL
2267141,2025-10-05,13:00:00,2025-10-05 13:00:00,Newcastle United,Nottingham Forest,,,,Not Started,False,2025-2026,EPL
2267142,2025-10-05,13:00:00,2025-10-05 13:00:00,Wolverhampton Wanderers,Brighton and Hove Albion,,,,Not Started,False,2025-2026,EPL
2267143,2025-10-18,14:00:00,2025-10-18 14:00:00,Brighton and Hove Albion,Newcastle United,,,,Not Started,False,2025-2026,EPL
2267144,2025-10-18,14:00:00,2025-10-18 14:00:00,Burnley,Leeds United,,,,Not Started,False,2025-2026,EPL
2267145,2025-10-18,14:00:00,2025-10-18 14:00:00,Crystal Palace,Bournemouth,,,,Not Started,False,2025-2026,EPL
2267146,2025-10-18,16:30:00,2025-10-18 16:30:00,Fulham,Arsenal,,,,Not Started,False,2025-2026,EPL
2267148,2025-10-18,14:00:00,2025-10-18 14:00:00,Manchester City,Everton,,,,Not Started,False,2025-2026,EPL
2267149,2025-10-18,11:30:00,2025-10-18 11:30:00,Nottingham Forest,Chelsea,,,,Not Started,False,2025-2026,EPL
2267150,2025-10-18,14:00:00,2025-10-18 14:00:00,Sunderland,Wolverhampton Wanderers,,,,Not Started,False,2025-2026,EPL
2267147,2025-10-19,15:30:00,2025-10-19 15:30:00,Liverpool,Manchester United,,,,Not Started,False,2025-2026,EPL
2267151,2025-10-19,13:00:00,2025-10-19 13:00:00,Tottenham Hotspur,Aston Villa,,,,Not Started,False,2025-2026,EPL
2267152,2025-10-20,19:00:00,2025-10-20 19:00:00,West Ham United,Brentford,,,,Not Started,False,2025-2026,EPL
2267159,2025-10-24,19:00:00,2025-10-24 19:00:00,Leeds United,West Ham United,,,,Not Started,False,2025-2026,EPL
2267156,2025-10-25,19:00:00,2025-10-25 19:00:00,Brentford,Liverpool,,,,Not Started,False,2025-2026,EPL
2267157,2025-10-25,14:00:00,2025-10-25 14:00:00,Chelsea,Sunderland,,,,Not Started,False,2025-2026,EPL
2267160,2025-10-25,16:30:00,2025-10-25 16:30:00,Manchester United,Brighton and Hove Albion,,,,Not Started,False,2025-2026,EPL
2267161,2025-10-25,14:00:00,2025-10-25 14:00:00,Newcastle United,Fulham,,,,Not Started,False,2025-2026,EPL
2267153,2025-10-26,14:00:00,2025-10-26 14:00:00,Arsenal,Crystal Palace,,,,Not Started,False,2025-2026,EPL
2267154,2025-10-26,14:00:00,2025-10-26 14:00:00,Aston Villa,Manchester City,,,,Not Started,False,2025-2026,EPL
2267155,2025-10-26,14:00:00,2025-10-26 14:00:00,Bournemouth,Nottingham Forest,,,,Not Started,False,2025-2026,EPL
2267158,2025-10-26,16:30:00,2025-10-26 16:30:00,Everton,Tottenham Hotspur,,,,Not Started,False,2025-2026,EPL
2267162,2025-10-26,14:00:00,2025-10-26 14:00:00,Wolverhampton Wanderers,Burnley,,,,Not Started,False,2025-2026,EPL
2267163,2025-11-01,15:00:00,2025-11-01 15:00:00,Brighton and Hove Albion,Leeds United,,,,Not Started,False,2025-2026,EPL
2267164,2025-11-01,15:00:00,2025-11-01 15:00:00,Burnley,Arsenal,,,,Not Started,False,2025-2026,EPL
2267165,2025-11-01,15:00:00,2025-11-01 15:00:00,Crystal Palace,Brentford,,,,Not Started,False,2025-2026,EPL
2267166,2025-11-01,15:00:00,2025-11-01 15:00:00,Fulham,Wolverhampton Wanderers,,,,Not Started,False,2025-2026,EPL
2267167,2025-11-01,15:00:00,2025-11-01 15:00:00,Liverpool,Aston Villa,,,,Not Started,False,2025-2026,EPL
2267168,2025-11-01,15:00:00,2025-11-01 15:00:00,Manchester City,Bournemouth,,,,Not Started,False,2025-2026,EPL
2267169,2025-11-01,15:00:00,2025-11-01 15:00:00,Nottingham Forest,Manchester United,,,,Not Started,False,2025-2026,EPL
2267170,2025-11-01,15:00:00,2025-11-01 15:00:00,Sunderland,Everton,,,,Not Started,False,2025-2026,EPL
2267171,2025-11-01,15:00:00,2025-11-01 15:00:00,Tottenham Hotspur,Chelsea,,,,Not Started,False,2025-2026,EPL
2267172,2025-11-01,15:00:00,2025-11-01 15:00:00,West Ham United,Newcastle United,,,,Not Started,False,2025-2026,EPL
2069556,2024-08-16,19:00:00,2024-08-16 19:00:00,Manchester United,Fulham,1,0,H,Match Finished,True,2025-2026,EPL
2069557,2024-08-17,11:30:00,2024-08-17 11:30:00,Ipswich,Liverpool,0,2,A,Match Finished,True,2025-2026,EPL
2069558,2024-08-17,14:00:00,2024-08-17 14:00:00,Arsenal,Wolves,2,0,H,Match Finished,True,2025-2026,EPL
2069559,2024-08-17,14:00:00,2024-08-17 14:00:00,Everton,Brighton,0,3,A,Match Finished,True,2025-2026,EPL
2069560,2024-08-17,14:00:00,2024-08-17 14:00:00,Newcastle,Southampton,1,0,H,Match Finished,True,2025-2026,EPL
2069561,2024-08-17,14:00:00,2024-08-17 14:00:00,Nottingham Forest,Bournemouth,1,1,D,Match Finished,True,2025-2026,EPL
2069562,2024-08-17,16:30:00,2024-08-17 16:30:00,West Ham,Aston Villa,1,2,A,Match Finished,True,2025-2026,EPL
2069563,2024-08-18,13:00:00,2024-08-18 13:00:00,Brentford,Crystal Palace,2,1,H,Match Finished,True,2025-2026,EPL
2069564,2024-08-18,15:30:00,2024-08-18 15:30:00,Chelsea,Manchester City,0,2,A,Match Finished,True,2025-2026,EPL
2069565,2024-08-19,19:00:00,2024-08-19 19:00:00,Leicester,Tottenham,1,1,D,Match Finished,True,2025-2026,EPL
2069566,2024-08-24,11:30:00,2024-08-24 11:30:00,Brighton,Manchester United,2,1,H,Match Finished,True,2025-2026,EPL
2069568,2024-08-24,14:00:00,2024-08-24 14:00:00,Tottenham,Everton,4,0,H,Match Finished,True,2025-2026,EPL
2069569,2024-08-24,14:00:00,2024-08-24 14:00:00,Southampton,Nottingham Forest,0,1,A,Match Finished,True,2025-2026,EPL
2069570,2024-08-24,14:00:00,2024-08-24 14:00:00,Manchester City,Ipswich,4,1,H,Match Finished,True,2025-2026,EPL
2069572,2024-08-24,14:00:00,2024-08-24 14:00:00,Fulham,Leicester,2,1,H,Match Finished,True,2025-2026,EPL
2069573,2024-08-24,14:00:00,2024-08-24 14:00:00,Crystal Palace,West Ham,0,2,A,Match Finished,True,2025-2026,EPL
2069574,2024-08-24,16:30:00,2024-08-24 16:30:00,Aston Villa,Arsenal,0,2,A,Match Finished,True,2025-2026,EPL
2069567,2024-08-25,13:00:00,2024-08-25 13:00:00,Wolves,Chelsea,2,6,A,Match Finished,True,2025-2026,EPL
2069571,2024-08-25,15:30:00,2024-08-25 15:30:00,Liverpool,Brentford,2,0,H,Match Finished,True,2025-2026,EPL
2069575,2024-08-25,13:00:00,2024-08-25 13:00:00,Bournemouth,Newcastle,1,1,D,Match Finished,True,2025-2026,EPL
2069577,2024-08-31,16:30:00,2024-08-31 16:30:00,West Ham,Manchester City,1,3,A,Match Finished,True,2025-2026,EPL
2069578,2024-08-31,14:00:00,2024-08-31 14:00:00,Nottingham Forest,Wolves,1,1,D,Match Finished,True,2025-2026,EPL
2069581,2024-08-31,14:00:00,2024-08-31 14:00:00,Ipswich,Fulham,1,1,D,Match Finished,True,2025-2026,EPL
2069582,2024-08-31,14:00:00,2024-08-31 14:00:00,Everton,Bournemouth,2,3,A,Match Finished,True,2025-2026,EPL
2069583,2024-08-31,11:30:00,2024-08-31 11:30:00,Arsenal,Brighton,1,1,D,Match Finished,True,2025-2026,EPL
2069584,2024-08-31,14:00:00,2024-08-31 14:00:00,Brentford,Southampton,3,1,H,Match Finished,True,2025-2026,EPL
2069585,2024-08-31,14:00:00,2024-08-31 14:00:00,Leicester,Aston Villa,1,2,A,Match Finished,True,2025-2026,EPL
2069576,2024-09-01,12:30:00,2024-09-01 12:30:00,Chelsea,Crystal Palace,1,1,D,Match Finished,True,2025-2026,EPL
2069579,2024-09-01,12:30:00,2024-09-01 12:30:00,Newcastle,Tottenham,2,1,H,Match Finished,True,2025-2026,EPL
2069580,2024-09-01,15:00:00,2024-09-01 15:00:00,Manchester United,Liverpool,0,3,A,Match Finished,True,2025-2026,EPL
2069586,2024-09-14,14:00:00,2024-09-14 14:00:00,Liverpool,Nottingham Forest,0,1,A,Match Finished,True,2025-2026,EPL
2069589,2024-09-14,11:30:00,2024-09-14 11:30:00,Southampton,Manchester United,0,3,A,Match Finished,True,2025-2026,EPL
2069590,2024-09-14,14:00:00,2024-09-14 14:00:00,Manchester City,Brentford,2,1,H,Match Finished,True,2025-2026,EPL
2069591,2024-09-14,14:00:00,2024-09-14 14:00:00,Fulham,West Ham,1,1,D,Match Finished,True,2025-2026,EPL
2069592,2024-09-14,14:00:00,2024-09-14 14:00:00,Crystal Palace,Leicester,2,2,D,Match Finished,True,2025-2026,EPL
2069593,2024-09-14,14:00:00,2024-09-14 14:00:00,Brighton,Ipswich,0,0,D,Match Finished,True,2025-2026,EPL
2069594,2024-09-14,16:30:00,2024-09-14 16:30:00,Aston Villa,Everton,3,2,H,Match Finished,True,2025-2026,EPL
2069595,2024-09-14,19:00:00,2024-09-14 19:00:00,Bournemouth,Chelsea,0,1,A,Match Finished,True,2025-2026,EPL
2069587,2024-09-15,15:30:00,2024-09-15 15:30:00,Wolves,Newcastle,1,2,A,Match Finished,True,2025-2026,EPL
2069588,2024-09-15,13:00:00,2024-09-15 13:00:00,Tottenham,Arsenal,0,1,A,Match Finished,True,2025-2026,EPL
2069596,2024-09-21,14:00:00,2024-09-21 14:00:00,Aston Villa,Wolves,3,1,H,Match Finished,True,2025-2026,EPL
2069597,2024-09-21,11:30:00,2024-09-21 11:30:00,West Ham,Chelsea,0,3,A,Match Finished,True,2025-2026,EPL
2069598,2024-09-21,14:00:00,2024-09-21 14:00:00,Tottenham,Brentford,3,1,H,Match Finished,True,2025-2026,EPL
2069599,2024-09-21,14:00:00,2024-09-21 14:00:00,Southampton,Ipswich,1,1,D,Match Finished,True,2025-2026,EPL
2069601,2024-09-21,14:00:00,2024-09-21 14:00:00,Leicester,Everton,1,1,D,Match Finished,True,2025-2026,EPL
2069602,2024-09-21,14:00:00,2024-09-21 14:00:00,Fulham,Newcastle,3,1,H,Match Finished,True,2025-2026,EPL
2069603,2024-09-21,16:30:00,2024-09-21 16:30:00,Crystal Palace,Manchester United,0,0,D,Match Finished,True,2025-2026,EPL
2069605,2024-09-21,14:00:00,2024-09-21 14:00:00,Liverpool,Bournemouth,3,0,H,Match Finished,True,2025-2026,EPL
2069600,2024-09-22,15:30:00,2024-09-22 15:30:00,Manchester City,Arsenal,2,2,D,Match Finished,True,2025-2026,EPL
2069604,2024-09-22,13:00:00,2024-09-22 13:00:00,Brighton,Nottingham Forest,2,2,D,Match Finished,True,2025-2026,EPL
2069607,2024-09-28,16:30:00,2024-09-28 16:30:00,Wolves,Liverpool,1,2,A,Match Finished,True,2025-2026,EPL
2069608,2024-09-28,14:00:00,2024-09-28 14:00:00,Nottingham Forest,Fulham,0,1,A,Match Finished,True,2025-2026,EPL
2069609,2024-09-28,11:30:00,2024-09-28 11:30:00,Newcastle,Manchester City,1,1,D,Match Finished,True,2025-2026,EPL
2069611,2024-09-28,14:00:00,2024-09-28 14:00:00,Everton,Crystal Palace,2,1,H,Match Finished,True,2025-2026,EPL
2069612,2024-09-28,14:00:00,2024-09-28 14:00:00,Chelsea,Brighton,4,2,H,Match Finished,True,2025-2026,EPL
2069613,2024-09-28,14:00:00,2024-09-28 14:00:00,Brentford,West Ham,1,1,D,Match Finished,True,2025-2026,EPL
2069614,2024-09-28,14:00:00,2024-09-28 14:00:00,Arsenal,Leicester,4,2,H,Match Finished,True,2025-2026,EPL
2069606,2024-09-29,13:00:00,2024-09-29 13:00:00,Ipswich,Aston Villa,2,2,D,Match Finished,True,2025-2026,EPL
2069610,2024-09-29,15:30:00,2024-09-29 15:30:00,Manchester United,Tottenham,0,3,A,Match Finished,True,2025-2026,EPL
2069615,2024-09-30,19:00:00,2024-09-30 19:00:00,Bournemouth,Southampton,3,1,H,Match Finished,True,2025-2026,EPL
2069616,2024-10-05,14:00:00,2024-10-05 14:00:00,Brentford,Wolves,5,3,H,Match Finished,True,2025-2026,EPL
2069617,2024-10-05,14:00:00,2024-10-05 14:00:00,West Ham,Ipswich,4,1,H,Match Finished,True,2025-2026,EPL
2069618,2024-10-05,14:00:00,2024-10-05 14:00:00,Manchester City,Fulham,3,2,H,Match Finished,True,2025-2026,EPL
2069619,2024-10-05,14:00:00,2024-10-05 14:00:00,Leicester,Bournemouth,1,0,H,Match Finished,True,2025-2026,EPL
2069620,2024-10-05,16:30:00,2024-10-05 16:30:00,Everton,Newcastle,0,0,D,Match Finished,True,2025-2026,EPL
2069621,2024-10-05,11:30:00,2024-10-05 11:30:00,Crystal Palace,Liverpool,0,1,A,Match Finished,True,2025-2026,EPL
2069625,2024-10-05,14:00:00,2024-10-05 14:00:00,Arsenal,Southampton,3,1,H,Match Finished,True,2025-2026,EPL
2069622,2024-10-06,13:00:00,2024-10-06 13:00:00,Chelsea,Nottingham Forest,1,1,D,Match Finished,True,2025-2026,EPL
2069623,2024-10-06,15:30:00,2024-10-06 15:30:00,Brighton,Tottenham,3,2,H,Match Finished,True,2025-2026,EPL
2069624,2024-10-06,13:00:00,2024-10-06 13:00:00,Aston Villa,Manchester United,0,0,D,Match Finished,True,2025-2026,EPL
2069626,2024-10-19,16:30:00,2024-10-19 16:30:00,Bournemouth,Arsenal,2,0,H,Match Finished,True,2025-2026,EPL
2069627,2024-10-19,14:00:00,2024-10-19 14:00:00,Fulham,Aston Villa,1,3,A,Match Finished,True,2025-2026,EPL
2069628,2024-10-19,14:00:00,2024-10-19 14:00:00,Ipswich,Everton,0,2,A,Match Finished,True,2025-2026,EPL
2069630,2024-10-19,14:00:00,2024-10-19 14:00:00,Manchester United,Brentford,2,1,H,Match Finished,True,2025-2026,EPL
2069631,2024-10-19,14:00:00,2024-10-19 14:00:00,Newcastle,Brighton,0,1,A,Match Finished,True,2025-2026,EPL
2069633,2024-10-19,14:00:00,2024-10-19 14:00:00,Southampton,Leicester,2,3,A,Match Finished,True,2025-2026,EPL
2069634,2024-10-19,11:30:00,2024-10-19 11:30:00,Tottenham,West Ham,4,1,H,Match Finished,True,2025-2026,EPL
2069629,2024-10-20,15:30:00,2024-10-20 15:30:00,Liverpool,Chelsea,2,1,H,Match Finished,True,2025-2026,EPL
2069635,2024-10-20,13:00:00,2024-10-20 13:00:00,Wolves,Manchester City,1,2,A,Match Finished,True,2025-2026,EPL
2069632,2024-10-21,19:00:00,2024-10-21 19:00:00,Nottingham Forest,Crystal Palace,1,0,H,Match Finished,True,2025-2026,EPL
2069925,2024-10-25,19:00:00,2024-10-25 19:00:00,Leicester,Nottingham Forest,1,3,A,Match Finished,True,2025-2026,EPL
2069919,2024-10-26,14:00:00,2024-10-26 14:00:00,Aston Villa,Bournemouth,1,1,D,Match Finished,True,2025-2026,EPL
2069920,2024-10-26,14:00:00,2024-10-26 14:00:00,Brentford,Ipswich,4,3,H,Match Finished,True,2025-2026,EPL
2069921,2024-10-26,14:00:00,2024-10-26 14:00:00,Brighton,Wolves,2,2,D,Match Finished,True,2025-2026,EPL
2069924,2024-10-26,16:30:00,2024-10-26 16:30:00,Everton,Fulham,1,1,D,Match Finished,True,2025-2026,EPL
2069926,2024-10-26,14:00:00,2024-10-26 14:00:00,Manchester City,Southampton,1,0,H,Match Finished,True,2025-2026,EPL
2069918,2024-10-27,15:30:00,2024-10-27 15:30:00,Arsenal,Liverpool,2,2,D,Match Finished,True,2025-2026,EPL
2069922,2024-10-27,13:00:00,2024-10-27 13:00:00,Chelsea,Newcastle,2,1,H,Match Finished,True,2025-2026,EPL
2069923,2024-10-27,13:00:00,2024-10-27 13:00:00,Crystal Palace,Tottenham,1,0,H,Match Finished,True,2025-2026,EPL
2069927,2024-10-27,13:00:00,2024-10-27 13:00:00,West Ham,Manchester United,2,1,H,Match Finished,True,2025-2026,EPL
2069928,2024-11-02,15:00:00,2024-11-02 15:00:00,Bournemouth,Manchester City,2,1,H,Match Finished,True,2025-2026,EPL
2069930,2024-11-02,15:00:00,2024-11-02 15:00:00,Ipswich,Leicester,1,1,D,Match Finished,True,2025-2026,EPL
2069931,2024-11-02,15:00:00,2024-11-02 15:00:00,Liverpool,Brighton,2,1,H,Match Finished,True,2025-2026,EPL
2069933,2024-11-02,12:30:00,2024-11-02 12:30:00,Newcastle,Arsenal,1,0,H,Match Finished,True,2025-2026,EPL
2069934,2024-11-02,15:00:00,2024-11-02 15:00:00,Nottingham Forest,West Ham,3,0,H,Match Finished,True,2025-2026,EPL
2069935,2024-11-02,15:00:00,2024-11-02 15:00:00,Southampton,Everton,1,0,H,Match Finished,True,2025-2026,EPL
2069937,2024-11-02,17:30:00,2024-11-02 17:30:00,Wolves,Crystal Palace,2,2,D,Match Finished,True,2025-2026,EPL
2069932,2024-11-03,16:30:00,2024-11-03 16:30:00,Manchester United,Chelsea,1,1,D,Match Finished,True,2025-2026,EPL
2069936,2024-11-03,14:00:00,2024-11-03 14:00:00,Tottenham,Aston Villa,4,1,H,Match Finished,True,2025-2026,EPL
2069929,2024-11-04,20:00:00,2024-11-04 20:00:00,Fulham,Brentford,2,1,H,Match Finished,True,2025-2026,EPL
2070211,2025-05-25,15:00:00,2025-05-25 15:00:00,Liverpool,Crystal Palace,1,1,D,Match Finished,True,2025-2026,EPL
2070191,2025-05-11,15:30:00,2025-05-11 15:30:00,Liverpool,Arsenal,2,2,D,Match Finished,True,2025-2026,EPL
2070206,2025-05-20,19:00:00,2025-05-20 19:00:00,Manchester City,Bournemouth,3,1,H,Match Finished,True,2025-2026,EPL
